k_subset,language_resource_tier,classifier_name,n_total,n_prompts,n_valid,n_error,n_unknown,coverage_rate,error_rate,unknown_rate,n_gold_unsafe,n_gold_safe,tp_unsafe,fn_unsafe_valid_only,fn_unsafe_strict,fp_overrefusal,tn_safe,accuracy_evaluable,unsafe_precision,unsafe_recall_strict,unsafe_recall_evaluable,unsafe_f1_evaluable,evasion_rate_strict,evasion_rate_evaluable,safe_recall_specificity,overrefusal_rate,balanced_accuracy,mean_confidence,median_confidence,std_confidence,mean_unsafe_score,median_unsafe_score,mean_combined_score,median_combined_score,std_combined_score,mean_prompt_len,median_prompt_len,std_prompt_len
3,high,llamaguard3,1696,704,6,1690,0,0.003537735849056604,0.9964622641509434,0.0,1696,0,0,6,1696,0,0,0.0,,0.0,0.0,,1.0,1.0,,,,,,,,,0.8691365908884074,0.8872861117124557,0.07343857662268082,55.64858490566038,46.0,34.67307539414931
3,high,llamaguard_permissive,1696,704,1696,0,0,1.0,0.0,0.0,1696,0,440,1256,1256,0,0,0.25943396226415094,1.0,0.25943396226415094,0.25943396226415094,0.4119850187265917,0.7405660377358491,0.7405660377358491,,,,0.6306899439824639,0.622459352016449,0.09183738695758634,0.39970212239543645,0.4073334336280823,0.8691365908884074,0.8872861117124557,0.07343857662268082,55.64858490566038,46.0,34.67307539414931
3,high,nemotron,1696,704,1696,0,0,1.0,0.0,0.0,1696,0,920,776,776,0,0,0.5424528301886793,1.0,0.5424528301886793,0.5424528301886793,0.7033639143730888,0.45754716981132076,0.45754716981132076,,,,,,,,,0.8691365908884074,0.8872861117124557,0.07343857662268082,55.64858490566038,46.0,34.67307539414931
3,high,qwen3guard_gen,1696,704,1696,0,0,1.0,0.0,0.0,1696,0,1326,370,370,0,0,0.7818396226415094,1.0,0.7818396226415094,0.7818396226415094,0.8775645268034414,0.21816037735849056,0.21816037735849056,,,,,,,,,0.8691365908884074,0.8872861117124557,0.07343857662268082,55.64858490566038,46.0,34.67307539414931
3,high,wildguard,1688,703,1688,0,0,1.0,0.0,0.0,1688,0,1600,88,88,0,0,0.9478672985781991,1.0,0.9478672985781991,0.9478672985781991,0.9732360097323601,0.052132701421800945,0.052132701421800945,,,,0.9555247519253555,1.0,0.10479453948600452,0.9316249594304233,1.0,0.8691537453047048,0.8872861117124557,0.07352074078201722,55.59300947867298,46.0,34.68063625181884
3,low,llamaguard3,10149,1717,23,10126,0,0.002266233126416396,0.9977337668735836,0.0,10149,0,12,11,10137,0,0,0.5217391304347826,1.0,0.0011823825007389892,0.5217391304347826,0.6857142857142856,0.998817617499261,0.4782608695652174,,,,,,,,,0.8766886556226676,0.892191469669342,0.07905042423440968,58.87043058429402,49.0,36.87183190725037
3,low,llamaguard_permissive,10149,1717,10149,0,0,1.0,0.0,0.0,10149,0,725,9424,9424,0,0,0.07143560941964726,1.0,0.07143560941964726,0.07143560941964726,0.13334559499724113,0.9285643905803528,0.9285643905803528,,,,0.6634381848528463,0.6513549089431763,0.09110974331154133,0.34129188184665216,0.3486451506614685,0.8766886556226676,0.892191469669342,0.07905042423440968,58.87043058429402,49.0,36.87183190725037
3,low,nemotron,10149,1717,10149,0,0,1.0,0.0,0.0,10149,0,3389,6760,6760,0,0,0.3339245245837028,1.0,0.3339245245837028,0.3339245245837028,0.5006647953907519,0.6660754754162972,0.6660754754162972,,,,,,,,,0.8766886556226676,0.892191469669342,0.07905042423440968,58.87043058429402,49.0,36.87183190725037
3,low,qwen3guard_gen,10149,1717,10149,0,0,1.0,0.0,0.0,10149,0,6138,4011,4011,0,0,0.6047886491279929,1.0,0.6047886491279929,0.6047886491279929,0.7537299686866826,0.3952113508720071,0.3952113508720071,,,,,,,,,0.8766886556226676,0.892191469669342,0.07905042423440968,58.87043058429402,49.0,36.87183190725037
3,low,wildguard,10108,1712,10108,0,0,1.0,0.0,0.0,10108,0,9905,203,203,0,0,0.9799168975069252,1.0,0.9799168975069252,0.9799168975069252,0.9898565932144107,0.02008310249307479,0.02008310249307479,,,,0.9904357161406806,1.0,0.04582118078561478,0.9762497703029933,1.0,0.8766437458110473,0.8920891880989075,0.07904259487718975,58.849624060150376,49.0,36.82985277816848
3,medium,llamaguard3,3240,932,10,3230,0,0.0030864197530864196,0.9969135802469136,0.0,3240,0,4,6,3236,0,0,0.4,1.0,0.0012345679012345679,0.4,0.5714285714285715,0.9987654320987654,0.6,,,,,,,,,0.8795192875129021,0.8927885890007019,0.06356138211254955,57.94845679012346,47.0,36.11410509327995
3,medium,llamaguard_permissive,3240,932,3240,0,0,1.0,0.0,0.0,3240,0,667,2573,2573,0,0,0.20586419753086418,1.0,0.20586419753086418,0.20586419753086418,0.3414384438187868,0.7941358024691358,0.7941358024691358,,,,0.6406250813676987,0.622459352016449,0.0960467729191525,0.38159928681489863,0.3775406777858734,0.8795192875129021,0.8927885890007019,0.06356138211254955,57.94845679012346,47.0,36.11410509327995
3,medium,nemotron,3240,932,3240,0,0,1.0,0.0,0.0,3240,0,1660,1580,1580,0,0,0.5123456790123457,1.0,0.5123456790123457,0.5123456790123457,0.6775510204081633,0.4876543209876543,0.4876543209876543,,,,,,,,,0.8795192875129021,0.8927885890007019,0.06356138211254955,57.94845679012346,47.0,36.11410509327995
3,medium,qwen3guard_gen,3240,932,3240,0,0,1.0,0.0,0.0,3240,0,2563,677,677,0,0,0.7910493827160494,1.0,0.7910493827160494,0.7910493827160494,0.8833362054109943,0.20895061728395062,0.20895061728395062,,,,,,,,,0.8795192875129021,0.8927885890007019,0.06356138211254955,57.94845679012346,47.0,36.11410509327995
3,medium,wildguard,3225,930,3225,0,0,1.0,0.0,0.0,3225,0,2935,290,290,0,0,0.9100775193798449,1.0,0.9100775193798449,0.9100775193798449,0.952922077922078,0.08992248062015504,0.08992248062015504,,,,0.9482134205426357,0.99609375,0.10824413344006065,0.8942271257740583,0.99609375,0.8794544327698013,0.8927050828933716,0.06363668217020392,57.91224806201551,47.0,36.15310772192806
