k_subset,language_resource_tier,classifier_name,n_total,n_prompts,n_valid,n_error,n_unknown,coverage_rate,error_rate,unknown_rate,n_gold_unsafe,n_gold_safe,tp_unsafe,fn_unsafe_valid_only,fn_unsafe_strict,fp_overrefusal,tn_safe,accuracy_evaluable,unsafe_precision,unsafe_recall_strict,unsafe_recall_evaluable,unsafe_f1_evaluable,evasion_rate_strict,evasion_rate_evaluable,safe_recall_specificity,overrefusal_rate,balanced_accuracy,mean_confidence,median_confidence,std_confidence,mean_unsafe_score,median_unsafe_score,mean_combined_score,median_combined_score,std_combined_score,mean_prompt_len,median_prompt_len,std_prompt_len
2,medium,crest,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,1771,453,453,0,0,0.7963129496402878,1.0,0.7963129496402878,0.7963129496402878,0.8866082603254068,0.20368705035971224,0.20368705035971224,,,,0.8236303535296763,0.87109375,0.1511101486489241,0.7373674241758936,0.84765625,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,gpt_oss_safeguard,817,417,23,0,794,0.028151774785801713,0.0,0.9718482252141983,817,0,22,1,795,0,0,0.9565217391304348,1.0,0.02692778457772338,0.9565217391304348,0.9777777777777777,0.9730722154222766,0.043478260869565216,,,,,,,,,0.8815898351380408,0.895014613866806,0.062165962421649214,58.49938800489596,49.0,35.66415116817687
2,medium,guardreasoner,2224,732,2181,0,43,0.9806654676258992,0.0,0.01933453237410072,2224,0,1743,438,481,0,0,0.7991746905089409,1.0,0.7837230215827338,0.7991746905089409,0.8883792048929663,0.21627697841726617,0.20082530949105915,,,,,,,,,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,llamaguard3,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,855,1369,1369,0,0,0.38444244604316546,1.0,0.38444244604316546,0.38444244604316546,0.5553751217927899,0.6155575539568345,0.6155575539568345,,,,,,,,,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,llamaguard_permissive,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,439,1785,1785,0,0,0.19739208633093525,1.0,0.19739208633093525,0.19739208633093525,0.3297033420953811,0.8026079136690647,0.8026079136690647,,,,0.6410344941742557,0.622459352016449,0.09522519932553461,0.38070347397286686,0.3775406777858734,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,mdjudge,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,0,2224,2224,0,0,0.0,,0.0,0.0,,1.0,1.0,,,,0.9966901601593701,0.998643547296524,0.003902857813028174,0.0033098386117652277,0.0013564431574195623,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,nemotron,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,1149,1075,1075,0,0,0.516636690647482,1.0,0.516636690647482,0.516636690647482,0.6812926178476134,0.483363309352518,0.483363309352518,,,,,,,,,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,qwen3guard_gen,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,1767,457,457,0,0,0.7945143884892086,1.0,0.7945143884892086,0.7945143884892086,0.8854923578050613,0.20548561151079137,0.20548561151079137,,,,,,,,,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,shieldgemma,2224,732,80,2144,0,0.03597122302158273,0.9640287769784173,0.0,2224,0,3,77,2221,0,0,0.0375,1.0,0.0013489208633093526,0.0375,0.07228915662650602,0.9986510791366906,0.9625,,,,0.94208984375,0.9921875,0.10904741396865215,0.07355585098266601,0.00592041015625,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,wildguard,2224,732,2224,0,0,1.0,0.0,0.0,2224,0,1472,752,752,0,0,0.6618705035971223,1.0,0.6618705035971223,0.6618705035971223,0.7965367965367965,0.3381294964028777,0.3381294964028777,,,,0.9688782177383094,1.0,0.08728361770729977,0.6661367770521177,1.0,0.8833168170032956,0.8955773562192917,0.06005702151951641,56.73201438848921,47.0,34.861181428191635
2,medium,xguard,424,283,87,0,337,0.20518867924528303,0.0,0.7948113207547169,424,0,85,2,339,0,0,0.9770114942528736,1.0,0.20047169811320756,0.9770114942528736,0.9883720930232558,0.7995283018867925,0.022988505747126436,,,,,,,,,0.8802458107963486,0.8943444639444351,0.06568098554171857,57.926886792452834,48.5,36.975895716586656
