k_subset,category,classifier_name,n_total,n_prompts,n_valid,n_error,n_unknown,coverage_rate,error_rate,unknown_rate,n_gold_unsafe,n_gold_safe,tp_unsafe,fn_unsafe_valid_only,fn_unsafe_strict,fp_overrefusal,tn_safe,accuracy_evaluable,unsafe_precision,unsafe_recall_strict,unsafe_recall_evaluable,unsafe_f1_evaluable,evasion_rate_strict,evasion_rate_evaluable,safe_recall_specificity,overrefusal_rate,balanced_accuracy,mean_confidence,median_confidence,std_confidence,mean_unsafe_score,median_unsafe_score,mean_combined_score,median_combined_score,std_combined_score,mean_prompt_len,median_prompt_len,std_prompt_len
1,Threat,gpt_oss_safeguard,242,8,0,180,62,0.0,0.743801652892562,0.256198347107438,242,0,0,0,242,0,0,,,0.0,,,1.0,,,,,,,,,,0.8553293514227079,0.8752783834934235,0.08056307340004527,72.43388429752066,59.0,39.55276124089301
1,Threat,guardreasoner,268,8,267,0,1,0.996268656716418,0.0,0.0037313432835820895,268,0,181,86,87,0,0,0.6779026217228464,1.0,0.6753731343283582,0.6779026217228464,0.8080357142857142,0.3246268656716418,0.32209737827715357,,,,,,,,,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,llamaguard3,268,8,268,0,0,1.0,0.0,0.0,268,0,129,139,139,0,0,0.48134328358208955,1.0,0.48134328358208955,0.48134328358208955,0.649874055415617,0.5186567164179104,0.5186567164179104,,,,,,,,,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,llamaguard_permissive,268,8,268,0,0,1.0,0.0,0.0,268,0,45,223,223,0,0,0.16791044776119404,1.0,0.16791044776119404,0.16791044776119404,0.28753993610223644,0.832089552238806,0.832089552238806,,,,0.6366884497119419,0.622459352016449,0.09310497839882774,0.38009329835203154,0.3775406777858734,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,mdjudge,268,8,268,0,0,1.0,0.0,0.0,268,0,0,268,268,0,0,0.0,,0.0,0.0,,1.0,1.0,,,,0.9971572698941872,0.99870565533638,0.0032984637520604297,0.002842726321880525,0.0012944074696861207,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,nemotron,268,8,268,0,0,1.0,0.0,0.0,268,0,160,108,108,0,0,0.5970149253731343,1.0,0.5970149253731343,0.5970149253731343,0.7476635514018691,0.40298507462686567,0.40298507462686567,,,,,,,,,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,qwen3guard_gen,268,8,268,0,0,1.0,0.0,0.0,268,0,225,43,43,0,0,0.8395522388059702,1.0,0.8395522388059702,0.8395522388059702,0.9127789046653144,0.16044776119402984,0.16044776119402984,,,,,,,,,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,shieldgemma,268,8,268,0,0,1.0,0.0,0.0,268,0,4,264,264,0,0,0.014925373134328358,1.0,0.014925373134328358,0.014925373134328358,0.029411764705882353,0.9850746268656716,0.9850746268656716,,,,0.9238572761194029,0.96875,0.09968113300847012,0.08020930503731344,0.033203125,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,wildguard,268,8,268,0,0,1.0,0.0,0.0,268,0,255,13,13,0,0,0.9514925373134329,1.0,0.9514925373134329,0.9514925373134329,0.9751434034416826,0.048507462686567165,0.048507462686567165,,,,0.9800023320895522,1.0,0.07065311791399509,0.9514924234418727,1.0,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Threat,xguard,268,8,268,0,0,1.0,0.0,0.0,268,0,115,153,153,0,0,0.4291044776119403,1.0,0.4291044776119403,0.4291044776119403,0.6005221932114883,0.5708955223880597,0.5708955223880597,,,,,,,,,0.8551717606831842,0.874875545501709,0.07971527874675416,71.42164179104478,59.0,38.24812323013719
1,Unauthorized Advice,aprielguard,271,11,271,0,0,1.0,0.0,0.0,271,0,51,220,220,0,0,0.1881918819188192,1.0,0.1881918819188192,0.1881918819188192,0.31677018633540377,0.8118081180811808,0.8118081180811808,,,,,,,,,0.8607723490778371,0.8776283860206604,0.060332336183459324,53.638376383763834,42.0,19.859558840873248
