quality_bucket,1,2,3
gold,5.5524708495280395,5.346002495441021,5.210473980775605
high_quality,29.057930779196745,28.284864190421345,27.61683791846205
low_quality,33.16675920784749,34.00518283904405,34.70334769638714
standard_quality,32.22283916342772,32.36395047509358,32.46934040437521
